Key;Type;Desc;English;French;Spanish;German;Italian
Monuments/#Caesareum_Marble;Text;;The remainder of the Caesareum will require an additional {0} blocks of marble ({1} loads).;Le Caesareum a besoin de {0} blocs de marbre supplémentaires pour être terminé ({1} lots).;Para el resto del cesáreo hará falta una cantidad adicional de {0} bloques de arenisca ({1} cargamentos).;Für die Fertigstellung des Caesariums werden {0} zusätzliche Marmorblöcke ({1} Ladungen) benötigt.;La parte di Caesareum rimanente necessiterà di altri {0} blocchi di marmo ({1} carichi).
Monuments/#Caesareum_Step_1;Text;;Peasants are hard at work, clearing the land for the Caesareum.;Les paysans sont affairés à défricher la terre pour le Caesareum.;Los campesinos trabajan duramente limpiando el terreno para el Cesáreo.;Die Bauern arbeiten hart, das Land für das Caesarium einzuebnen.;I contadini stanno lavorando duramente per liberare il terreno per il Caesareum.
Monuments/#Caesareum_Step_2;Text;;Now that the land is ready, the stonemasons are busy laying a solid foundation.;Maintenant que le terrain est prêt, les tailleurs de pierre s'affairent à poser des fondations solides.;Ahora que el terreno está listo, los canteros están manos a la obra preparando unos cimientos sólidos.;Nun, da das Land bereit ist, sind die Steinmetze damit beschäftigt, ein solides Fundament zu legen.;Ora che il terreno è pronto, gli scalpellini sono all’opera per la posa di solide fondamenta.
Monuments/#Caesareum_Step_3;Text;;Our tired stonemasons have finished laying the foundation. No rest for the weary, though: construction of the temple is underway.;Nos tailleurs de pierre épuisés ont fini de poser les fondations. Mais pas de repos pour les braves, car la construction du temple est déjà en cours.;Nuestros exhaustos canteros han acabado los cimientos, pero no hay tiempo para holgazanear. La construcción del templo continúa.;Unsere erschöpften Steinmetze haben das Fundament abgeschlossen. Doch Ruhe ist ihnen nicht vergönnt: Der Bau des Tempels läuft bereits.;I nostri stanchi scalpellini hanno terminato le fondamenta, ma non è ancora tempo di riposarsi. La costruzione del tempio continua.
Monuments/#Caesareum_Step_4;Text;;With the central temple complete, work has begun on the patio!;Le temple central est terminé et les travaux ont commencé sur le patio !;El templo central está terminado y la construcción del patio ha comenzado.;Nachdem der zentrale Tempel fertiggestellt ist, haben die Arbeiten am Innenhof begonnen!;Ora che il tempio centrale è pronto, sono iniziati i lavori del patio!
Monuments/#Caesareum_Step_5;Text;;From patios to porticos! Our skillful stonemasons have finished the patio and have begun work on the portico. ;Nos habiles tailleurs de pierre ont terminé le patio et ont déjà commencé à travailler sur le portique.;¡De patios a pórticos! Nuestros habilidosos canteros han terminado el patio y han comenzado a trabajar en el pórtico.;Vom Innenhof zur Säulenhalle! Unsere geschickten Steinmetze haben den Patio fertiggestellt und mit den Arbeiten am Portikus begonnen.;Dai patio ai portici! I nostri mastri scalpellini hanno terminato il patio e hanno iniziato a lavorare al portico.
Monuments/#Caesareum_Step_6;Text;;The stonemasons have started placing the roof on the portico's pillars.;Les tailleurs de pierre ont commencé à positionner le toit sur les piliers du portique.;Los canteros han comenzado a colocar el tejado en los pilares del pórtico.;Die Steinmetze haben begonnen, das Dach auf die Säulen des Portikus zu setzen.;Gli scalpellini hanno iniziato a posare il tetto sui pilastri del portico.
Monuments/#Caesareum_Step_7;Text;;All of the roof sections are in place on the porticos.;Toutes les sections du toit sont en place sur les portiques.;Todas las secciones del tejado están colocadas sobre los pórticos.;Sämtliche Dachabschnitte sind auf den Säulen platziert.;Tutte le sezioni del tetto sono state posizionate sui portici.
Monuments/#Caesareum_Step_8;Text;;The Caesareum's majestic entranceway is finished.;La majestueuse entrée du Caesareum est terminée.;La majestuosa entrada del Cesáreo está terminada.;Der majestätische Eingang des Caesariums ist fertig.;Il maestoso ingresso del Caesareum è pronto.
Monuments/#Caesareum_Step_9;Text;;Stonemasons have finished the Caesareum's interior and have turned their attention to the granite obelisks that adorn the exterior of the building.;Les tailleurs de pierre ont terminé l'intérieur du Caesareum et se sont tournés vers les obélisques de granit qui ornent l'extérieur du bâtiment.;Los canteros han terminado el interior del Cesáreo y están dedicando su atención a los obeliscos de granito que adornan el exterior del edificio.;Die Steinmetze haben das Innere des Caesariums fertiggestellt und ihre Aufmerksamkeit auf die Granitobelisken gerichtet, die das Äußere des Gebäudes schmücken.;Gli scalpellini hanno finito i lavori all’interno del Caesareum e hanno iniziato a lavorare agli obelischi di granito che adornano l’esterno dell’edificio.
Monuments/#ConstructionForeman;Text;;Construction Foreman;Contremaître;Capataz de construcción;Vorarbeiter;Capo cantiere
Monuments/#CoursesCompleted;Text;;{0} courses have been completely laid in place.;{0} rangées sont entièrement achevées.;Se han colocado {0} hiladas.;{0} Reihen wurden komplett angelegt.;{0} fasi terminate.
Monuments/#CoursesCompleted_One;Text;;One course has been completely laid in place. ;Une rangée est achevée.;Se ha colocado una hilada completa.;Eine Reihe wurde komplett angelegt.;I lavoranti stanno ultimando e dipingendo la sfinge.
Monuments/#CoursesCompleted_Zero;Text;;No courses have been completely laid in place yet.;Aucune rangée n'est achevée pour le moment.;Aún no se ha colocado en su lugar ninguna hilada.;Bis jetzt ist noch keine Reihe komplett angelegt.;Nessuna fase terminata.
Monuments/#Foreman_BrickCorePyramid_ClearSite;Text;;Workers are just clearing and leveling the construction site now. After that, we'll need plenty of bricks and limestone to complete this monument.;Les ouvriers nettoient et nivellent le site de construction. Ensuite, nous aurons besoin d'une quantité importante de briques et de calcaire blanc pour la construction.;Los trabajadores están despejando y nivelando el lugar de construcción. Después, necesitaremos muchos ladrillos y caliza para completar el trabajo.;Die Arbeiter räumen die Baustelle gerade frei und ebnen sie ein. Danach benötigen wir jede Menge Ziegel und Kalkstein für diesen Auftrag.;I lavoratori stanno ripulendo e livellando il sito della costruzione. In seguito, avremo bisogno di molti mattoni e calcare per completare il monumento.
Monuments/#Foreman_Bricks_Stockpiled;Text;;Your Overseer of Commerce dares to blame you for the work stoppage! He claims that you ordered bricks to be stockpiled.;Votre chef du commerce ose vous accuser de l'interruption des travaux ! Il dit que vous avez ordonné le stockage des briques.;¡Tu supervisor comercial se atreve a culparte del paro del trabajo! Afirma que diste la orden de almacenar ladrillos.;Ihr Aufseher des Handels wagt es, Sie für den Arbeitsstopp verantwortlich zu machen! Er behauptet, Sie hätten das Hamstern von Ziegeln angeordnet.;Il tuo supervisore commerciale osa darti la colpa per il blocco dei lavori! Afferma che gli hai ordinato di accumulare i mattoni.
Monuments/#Foreman_Copper_Stockpiled;Text;;The Overseer of Commerce told me that you have ordered him to stockpile copper. I'm sure you have a good reason for doing so, but my men can't continue work on the monument without the commodity.;Le chef du commerce vous aurait ordonné de stocker le cuivre. Je suis sûr que vos raisons sont bonnes, mais mes hommes ne peuvent pas continuer à travailler sur le monument sans ce matériau.;El supervisor comercial dice que le has ordenado almacenar cobre. Seguro que tienes una buena razón para hacerlo, pero mis hombres no pueden seguir trabajando en el monumento sin esa materia.;Der Aufseher des Handels behauptet, Sie hätten ihm befohlen, Kupfer zu hamstern. Ich bin sicher, dass Sie dafür gute Gründe haben, aber ohne dieses Material können meine Männer die Arbeit am Monument nicht fortführen.;Il supervisore commerciale mi ha detto che hai ordinato di accumulare rame. Sono certo che hai avuto le tue buone ragioni per farlo, ma i miei uomini non possono continuare a lavorare sul monumento senza questa risorsa.
Monuments/#Foreman_Copper_Stockpiled_var;Text;;Without a supply of copper how can you expect the roof of this great structure to be completed?  Incredible as it may seem, your Overseer of Commerce has told me that he's stockpiling it.;Sans un approvisionnement en cuivre, comment espérez-vous voir s'achever le toit de cette grande structure ? Aussi incroyable que cela puisse paraître, votre chef du commerce m'a dit qu'il en stockait.;Sin un suministro de cobre, ¿cómo esperas que terminemos el tejado de esta enorme estructura? Lo más sorprendente es que tu supervisor comercial me ha informado de que hay cobre almacenado cogiendo polvo.;Glauben Sie wirklich, das Dach dieses riesigen Bauwerks lässt sich ohne Kupfer fertigstellen? So unglaublich es auch klingen mag, Ihr Aufseher des Handels hat mir gesagt, dass es sich bei ihm stapelt.;Secondo te, come faremo a completare questa meravigliosa struttura senza una fornitura di rame? Per quanto sembri incredibile, il tuo supervisore commerciale mi ha detto che ne ha i depositi pieni.
Monuments/#Foreman_Granite_Stockpiled;Text;;Your Overseer of Commerce says that you commanded him to stockpile granite. Unless you have a talk with him, my workers will never get any deliveries. ;Votre chef du commerce dit que vous lui avez demandé de stocker du granit. Vous devez lui parler, sinon nous ne recevrons pas de livraison.;Tu supervisor comercial dice que le ordenaste almacenar granito. A menos que hables con él, mis trabajadores nunca recibirán ningún envío.;Der Aufseher des Handels behauptet, Sie hätten ihm befohlen, Granit zu hamstern. Sprechen Sie mit ihm, sonst erhalten meine Arbeiter kein Material.;Il supervisroe commerciale dice che gli hai ordinato di accumulare granito. Se non gli parli subito, i lavoratori non potranno ricevere le consegne di granito.
Monuments/#Foreman_Granite_Stockpiled_var;Text;;I've learned from a reliable source that granite is being stockpiled.  Do you expect me to conjure up what I need from the sands of the Nile?  You had better see to it that some granite is made available to my stonemasons immediately.;J'ai appris d'une source fiable que le granit était stocké. Vous vous attendez à ce que j'aille trouver ce dont j'ai besoin dans les sables du Nil ? Vous feriez mieux de veiller à ce que du granit soit immédiatement mis à la disposition de mes tailleurs de pierre.;Mis fuentes me indican que hay granito almacenado. ¿Esperas que invoque el que necesito de entre las arenas del Nilo? Será mejor que te ocupes de proveer a mis canteros de granito inmediatamente.;Aus zuverlässiger Quelle weiß ich, dass sich Granit in den Lagern stapelt. Erwarten Sie etwa, dass ich ihn aus dem Sand des Nils hervorzaubere? Sorgen Sie lieber dafür, dass meinen Steinmetzen sofort etwas Granit zur Verfügung steht.;Ho saputo da una fonte attendibile che sono disponibili molte scorte di granito. Ti aspetti che evochi i materiali che mi servono dalle sabbie del Nilo? Ti consiglio di consegnare al più presto del granito ai miei scalpellini.
Monuments/#Foreman_Limestone_Stockpiled;Text;;Your Overseer of Commerce says that you commanded him to stockpile limestone. Unless you have a talk with him, my workers will never get any deliveries. ;Votre chef du commerce dit que vous lui avez ordonné de stocker le calcaire. Si vous ne lui parlez pas, mes ouvriers ne recevront jamais de livraison.;Tu supervisor comercial dice que le ordenaste almacenar piedra caliza. A menos que hables con él, mis trabajadores nunca recibirán ningún envío.;Der Aufseher des Handels behauptet, Sie hätten ihn beauftragt, Kalkstein zu hamstern. Sprechen Sie mit ihm, sonst erhalten meine Arbeiter kein Material.;Il tuo supervisore commerciale dice che gli hai ordinato di accumulare il calcare. Se non lo consulti, i miei lavoratori non avranno il materiale da costruzione.
Monuments/#Foreman_Marble_Stockpiled;Text;;Could you ask your Overseer of Commerce to stop stockpiling white marble? We could really use it on the monument.;Pouvez-vous demander au chef du commerce de ne plus stocker le marbre blanc ? Il s'avère utile pour le monument.;¿Puedes ordenar a tu supervisor comercial que deje de almacenar mármol blanco? Nos hace falta para el monumento.;Würden Sie den Aufseher des Handels bitte anweisen, Marmor nicht mehr zu hamstern? Wir brauchen das Material dringend für den Bau des Monumentes.;Puoi chiedere al tuo supervisore commerciale di fermare l'accumulo di marmo bianco? Ne abbiamo davvero bisogno per il monumento.
Monuments/#Foreman_Marble_Stockpiled_var;Text;;It is hard to believe, but the Overseer of Commerce informs me that marble is being stockpiled in our storage yards.  Without marble, how can you expect work to continue?;C'est difficile à croire, mais le chef du commerce m'informe que le marbre est stocké dans nos entrepôts. Sans marbre, comment pouvez-vous espérer que le travail se poursuive ?;Me cuesta creerlo, pero el supervisor comercial me ha informado de que hay mármol cogiendo polvo en nuestros almacenes. ¿Cómo esperas que el trabajo avance sin mármol?;Es ist kaum zu glauben, aber der Aufseher des Handels informiert mich, dass sich in unseren Warenlagern Marmor stapelt. Dachten Sie wirklich, dass die Arbeit ohne Marmor weitergehen kann?;È difficile da credere, ma il supervisore commerciale mi ha informato che i nostri depositi merci sono pieni di marmo. Come ti aspetti che continuiamo a lavorare senza marmo?
Monuments/#Foreman_NoArtisans;Text;;The Pharaoh will not be the least bit amused if his life story is not told in the most elegant fashion. With no Artisans' Guild, whom do you expect to illustrate the tomb?;Le pharaon sera mécontent si son histoire n'est pas retranscrite de la manière la plus élégante qui soit. Sans guilde d'artisans, comment comptez-vous décorer son tombeau ?;Al faraón no le hará gracia que la historia de su vida no se muestre de la forma más elegante. Si no hay gremio de artesanos, ¿quién esperas que decore la tumba?;Der Pharao wird nicht besonders erfreut sein, wenn seine Lebensgeschichte nicht so schön wie möglich erzählt wird. Wer soll das Grab ausmalen, wenn es keine Kunsthandwerkergilde gibt?;Il faraone non sarà contento, se le sue gesta non saranno raccontate in modo elegante. Senza una gilda degli artigiani, chi potrà dipingere gli affreschi nelle tombe?
Monuments/#Foreman_NoBricklayers;Text;;I suppose the bricks for this project will magically assemble themselves. That must be your plan, since you haven't built a Bricklayers' Guild.;J'imagine que les briques pour ce projet vont s'assembler d'elles-mêmes. C'est sûrement ce que vous attendez, étant donné que vous n'avez construit aucune guilde de maçons.;Debes pensar que los adobes se colocarán por arte de magia, dado que no has construido un gremio de albañiles.;Die Ziegel für dieses Projekt sollen sich wohl wie durch Zauberhand selbst zusammensetzen. Das scheinen Sie jedenfalls zu glauben, da Sie keine Maurergilde gebaut haben.;Suppongo che i mattoni per questo progetto dovranno fabbricarsi magicamente da soli, dato che non hai ancora costruito una gilda dei muratori...
Monuments/#Foreman_NoBricks;Text;;Our bricklayers need a lot more bricks than they're getting. If we can't make them, maybe you can import some.;Les maçons ont besoin de briques pour construire ce monument.;Mis albañiles necesitan más adobes de los que están recibiendo. Si no puedes conseguirlos aquí, quizás puedas importarlos.;Unsere Maurer benötigen weitaus mehr Ziegel, als sie bekommen. Wenn wir sie nicht selbst herstellen können, sollten Sie vielleicht welche importieren.;I nostro muratori hanno bisogno di molti più mattoni. Se non riesci a produrli, allora forse è il caso di importarli.
Monuments/#Foreman_NoCarpenters;Text;;With no Carpenters' Guild in the city to build ramps or scaffolds, I hope that you're planning on a very short monument!;Étant donné l'absence de guilde de menuisiers dans la cité pour construire rampes et échafaudages, j'espère que vous ne voyez pas trop grand comme monument !;Sin un gremio de carpinteros que construya rampas y andamios, espero que el monumento que tienes planeado, sea pequeño.;Ohne Zimmermannsgilde in der Stadt, die Rampen oder Gerüste bauen kann, hoffe ich, dass Sie nur ein sehr kleines Monument planen.;Considerata l’assenza di una gilda dei carpentieri in città che possa costruire rampe e impalcature, spero tanto che il tuo piano sia quello di costruire un monumento molto basso.
Monuments/#Foreman_NoCopper;Text;;Our masons are ready to add copper to the roof if only it would arrive. Mine or import more of it.;Nos ouvriers ajouteront du cuivre au plafond dès qu'il arrivera. Vous devez en produire ou en importer.;Los canteros están preparados para añadir cobre al tejado, si es que llega. Debes extraer o importar más.;Unsere Steinmetze könnten das Dach mit Kupfer verkleiden - wenn sie Kupfer hätten. Bauen Sie Kupfer ab, oder importieren Sie mehr davon.;I nostri scalpellini sarebbero pronti a posare le lastre del tetto, se solo avessero del rame. Estrai altro rame o importane da un'altra città.
Monuments/#Foreman_NoCopper_var;Text;;The roof on this will leak like a sieve if we don't get some copper. If you can't mine it then you had better import some. The sooner I get it the sooner this monument will be done!;Ce toit fuira comme une passoire si nous ne mettons pas la main sur du cuivre. Si vous ne pouvez pas en extraire, alors importez-en. Plus tôt j'en aurai, plus vite ce monument sera terminé !;Este tejado va a gotear como si fuera un colador si no conseguimos algo de cobre. Si no puedes minarlo, será mejor importarlo. Cuanto antes lo tenga, antes estará acabado este monumento.;Ohne Kupfer wird dieses Dach undicht wie Sieb. Wenn Sie kein Kupfer abbauen können, sollten Sie es importieren. Je eher ich es bekomme, desto eher wird dieses Monument fertig!;Il tetto perderà come un colabrodo se non troviamo del rame. Se non hai la possibilità di estrarlo, allora ti conviene importarlo. Prima lo ricevono, prima questo monumento sarà terminato!
Monuments/#Foreman_NoGranite;Text;;It won't be much of a monument, with the paltry supply of granite I'm seeing. Quarry or import more of it.;Les maçons ont besoin de granit pour construire ce monument.;Con esa cantidad tan ínfima de granito, de monumento nada. Extrae o importa más.;Mit diesem armseligen Vorrat an Granit, den ich hier sehe, wird das ein sehr bescheidenes Monument. Bauen Sie mehr davon ab oder importieren Sie mehr davon.;Con questa fornitura di granito, sarà quasi impossibile costruire un monumento come si deve. Estrailo o importane dell’altro.
Monuments/#Foreman_NoLimestone;Text;;You had best quarry or import more limestone, if stonemasons are to build a monument during our lifetimes.;Mes maçons ont besoin de calcaire pour construire ce monument;Mis canteros necesitan un suministro de caliza para este monumento.;Meine Steinmetze brauchen eine Lieferung Kalkstein für dieses Monument.;I miei scalpellini hanno bisogno di una fornitura di calcare per questo monumento.
Monuments/#Foreman_NoMarble;Text;;Unless you import more marble, our stonemasons will never be able to finish this monument.;Vous devez importer du marbre pour que les tailleurs de pierre puissent achever la construction de ce monument.;A menos que importes más mármol, los canteros no podrán terminar nunca este monumento.;Wenn Sie nicht mehr Marmor importieren, werden unsere Steinmetze dieses Monument niemals fertig stellen können.;Se non importerai del marmo, i nostri scalpellini non potranno completare questo monumento.
Monuments/#Foreman_NoMarble_var;Text;;Without any marble, our talented stonemasons have nothing to do. That is a real shame, as I'd really like to see them much busier. You had better see to it that some marble gets imported quickly.;Sans marbre, nos tailleurs de talent n'ont rien à faire. C'est vraiment dommage, car j'aimerais vraiment les voir occupés. Vous devriez veiller à ce que du marbre soit importé rapidement.;Sin mármol, nuestros canteros no tienen nada que hacer. Es una pena, me gustaría verlos manos a la obra. Más vale importarlo pronto.;Ohne Marmor haben unsere begabten Steinmetze nichts zu tun. Was für ein Jammer, ich würde sie liebend gern mehr im Einsatz sehen. Also sorgen Sie lieber dafür, dass schnell etwas Marmor importiert wird.;Senza marmo, i nostri mastri scalpellini non hanno niente da fare. È un vero peccato, perché sarebbe davvero molto bello vederli più impegnati. Importa al più presto del marmo.
Monuments/#Foreman_NoPlainstone;Text;;A stonemason without stone is sad to see. Quarry or import more plain stone, or this monument will never take form.;Mes maçons ont besoin de pierre pour construire ce monument.;Mis canteros necesitan un suministro de piedra normal para este monumento.;Meine Steinmetze brauchen eine Lieferung einfachen Stein für dieses Monument.;I miei scalpellini hanno bisogno di una fornitura di pietra per questo monumento.
Monuments/#Foreman_NoProblem;Text;;Work is progressing nicely. The laborers have all the supplies they need.;Les travaux vont bon train. Les ouvriers disposent de toutes les ressources nécessaires.;El trabajo progresa adecuadamente. Los obreros tienen todos los suministros que necesitan.;Die Arbeit schreitet gut voran. Die Arbeiter haben alle Vorräte, die sie brauchen.;I lavori procedono bene. Gli operai hanno tutti i materiali di cui hanno bisogno.
Monuments/#Foreman_NoSandstone;Text;;Unless the city imports or quarries more sandstone, our stonemason is going to enjoy an early retirement.;Mes maçons ont besoin de grès pour construire ce monument.;Mis canteros necesitan un suministro de arenisca para este monumento.;Meine Steinmetze brauchen eine Lieferung Sandstein für dieses Monument.;I miei scalpellini hanno bisogno di una fornitura di arenaria per questo monumento.
Monuments/#Foreman_NoStonemasons;Text;;There are no stonemasons available to work on this monument. If you want progress, build a Stonemasons' Guild at once!;Aucun tailleur de pierre n'est disponible pour construire ce monument. Si vous voulez que la construction avance, vous devez construire une guilde de tailleurs de pierre le plus vite possible !;No hay canteros disponibles para trabajar en este monumento. Si quieres avanzar, construye un gremio de canteros inmediatamente.;Es stehen keine Steinmetze für die Arbeit an diesem Monument zur Verfügung. Wenn Sie Fortschritte wünschen, richten Sie sofort eine Steinmetzgilde ein!;Non ci sono scalpellini disponibili per lavorare a questo monumento. Se vuoi proseguire nei lavori, costruisci subito una gilda degli scalpellini!
Monuments/#Foreman_NoWood;Text;;My carpenters lament the shortage of wood. Cut more trees, or step up the imports.;Mes menuisiers ont besoin de bois pour construire ce monument.;Mis carpinteros necesitan un suministro de madera para este monumento.;Meine Zimmerleute brauchen eine Lieferung Holz für dieses Monument.;I miei scalpellini hanno bisogno di una fornitura di legno per questo monumento.
Monuments/#Foreman_NoWorkCamps;Text;;Do you think the gods are going to build this monument? Build some Work Camps so that I can get some peasant labor, and quickly!;Vous vous imaginez que les dieux vont s'occuper d'ériger le monument ? J'ai besoin de main-d'oeuvre agricole pour cette construction. Il faut construire des chantiers, et vite !;¿Crees acaso que los dioses van a descender y hacer el trabajo? Construye campos de trabajo para conseguir mano de obra cuanto antes.;Glauben Sie, die Götter im Himmel werden dieses Monument errichten? Bauen Sie ein paar Arbeiterlager, damit ich Arbeitskräfte bekomme, und zwar schnell!;Credi che questo monumento verrà costruito dagli dei scesi in terra? Mi occorre della manovalanza per terminare il lavoro. Devi costruire dei campi di lavoro.
Monuments/#Foreman_NotEnoughArtisans;Text;;A rather drab looking tomb, isn't it? That's how it's going to stay unless some artisans show up soon! I always thought they were a lazy lot. You'd better see what the delay is.;Drôle de tombeau, n'est-ce pas ? Elle risque de rester dans cet état si des artisans n'arrivent pas bientôt ! J'ai toujours pensé qu'ils étaient paresseux. Regardez un peu le délai de construction.;Una tumba algo sosa, ¿verdad? Así se va a quedar, ¡a menos que aparezcan pronto algunos artesanos! Siempre he pensado que eran unos holgazanes. Será mejor que descubras por qué se retrasan;Sieht dieses Grab nicht ziemlich langweilig aus? So wird es auch bleiben, wenn nicht bald ein paar Kunsthandwerker auftauchen! Ich habe immer gewusst, dass es ein faules Pack ist. Schauen Sie lieber mal nach, was der Grund für die Verzögerung ist.;Una tomba davvero spoglia, vero? E rimarrà così, se non arriveranno presto degli artigiani! Ho sempre pensato che fossero pigri. Meglio se ti informi sui motivi del loro ritardo.
Monuments/#Foreman_NotEnoughBricklayers;Text;;Between you and me, the Bricklayers' Guild in this city must be some kind of recreation club. It's not sending me any bricklayers, that's for certain.;J'attends des maçons pour avancer cette construction. En cas de problème, une visite à la guilde des maçons peut s'avérer utile.;Entre tú y yo, creo que el gremio de albañiles debe ser un club de juegos, porque de mandarme albañiles nada.;Unter uns gesagt: Die Maurergilde in dieser Stadt scheint mir eher ein Freizeitverein zu sein. Jedenfalls schickt sie mir keine Maurer.;Detto tra me e te, la gilda dei muratori di questa città dev’essere più che altro un circolo ricreativo, perché non si vede un muratore neanche a pagarlo.
Monuments/#Foreman_NotEnoughCarpenters;Text;;I need a carpenter here, and I need him now! Why don't you apply your leadership skills at that good-for-nothing Carpenters' Guild?;Il me faut un menuisier sur ce chantier. Je me demande s'il n'y a pas un problème au sein de la guilde des menuisiers.;Necesito un carpintero inmediatamente. Es posible que haya algún problema en el gremio de carpinteros.;Ich brauche hier einen Zimmermann, und zwar sofort. Es könnte in der Zimmermannsgilde Probleme geben.;Ho bisogno di un carpentiere. Subito. Forse c'è qualche problema alla gilda dei carpentieri.
Monuments/#Foreman_NotEnoughCarpenters_2;Text;;An awful lot of people are standing around waiting for a carpenter to show up. He sure does take his sweet time getting here.;Les ouvriers attendent un menuisier de pied ferme pour pouvoir passer à l'étape suivante.;Hay mucha gente esperando a que venga el carpintero. Se lo está tomando con calma...;Ein ganzer Haufen Leute steht hier herum und wartet darauf, dass ein Zimmermann auftaucht. Der lässt sich ganz schön viel Zeit.;Tante persone sono ferme ad aspettare che si faccia vivo un carpentiere. Se la sta davvero prendendo comoda...
Monuments/#Foreman_NotEnoughStonemasons;Text;;Impressive heap of stone, isn't it? And that's all it's ever going to be, unless some stonemasons show up. The Stonemasons' Guild in this city won't win any awards for productivity...;J'attends des tailleurs de pierre pour la construction de ce monument. Une visite à la guilde des tailleurs de pierre serait peut-être profitable.;Un montón de roca bastante impresionante, ¿verdad? Pues va a seguir siéndolo si no traes algunos canteros. Parece que el gremio de canteros no va a ganar la medalla a la productividad.;Beeindruckender Steinhaufen, nicht wahr? Und mehr wird daraus auch nicht werden, solange es hier keine Steinmetze gibt. Die Steinmetzgilde in dieser Stadt wird jedenfalls keinen Preis für Produktivität gewinnen ...;Bello quel mucchio di pietra, eh? Beh, questo è e questo resterà, a meno che non si facciano vivi degli scalpellini. La gilda degli scalpellini in questa città non verrà di certo premiata per la produttività...
Monuments/#Foreman_NotEnoughWorkCamps;Text;;No peasants have reported for duty. I'd find out why, if I were you. Maybe your Work Camps are more like sleep camps.;J'attends des paysans pour travailler sur ce projet. Vous devriez peut-être visiter les chantiers pour voir s'il y a des problèmes.;No ha venido ningún peón a trabajar. Quizás deberías echar un vistazo a ver si tus campos de trabajo se han convertido en campos de siesta.;Keine Bauern haben sich zum Dienst gemeldet. An Ihrer Stelle würde ich herausfinden, warum. Vielleicht gleichen Ihre Arbeiterlager eher Schlafstätten.;Non si è presentato alcun contadino. Cercherei di capire perché, se fossi in te. Forse i tuoi campi di lavoro sono più campi di riposo.
Monuments/#Foreman_Plainstone_Stockpiled;Text;;The Overseer of Commerce refuses to release plain stone to my workers. He claims that you ordered it to be stockpiled. I don't believe him, but perhaps you should straighten him out.;Le chef du commerce refuse de fournir de la pierre à mes ouvriers. Il dit que vous avez ordonné le stockage de cette denrée. Je ne le crois pas, mais vous devriez peut-être le remettre à sa place.;El supervisor comercial se niega a entregar piedra normal a mis trabajadores. Afirma que diste órdenes de almacenarla. No le creo, pero tal vez debas hablar con él.;Der Aufseher des Handels weigert sich, meinen Arbeitern einfachen Stein zu überlassen. Er behauptet, Sie hätten das Hamstern des Steins angeordnet. Ich glaube ihm das nicht. Vielleicht könnten Sie mal ein Wörtchen mit ihm reden.;Il supervisore commerciale si rifiuta di consegnare la pietra ai miei lavoratori. Dice che gli hai ordinato di accumularla. Io non gli credo, ma forse faresti meglio a consultarlo di persona.
Monuments/#Foreman_PyramidAndBentPyramid_ClearSite;Text;;Workers are just clearing and leveling the construction site now. This would be a fine time to amass some plain stone and limestone. We are going to need plenty.;Les ouvriers nettoient et nivellent le site de construction. Il vous faudra ensuite une grande quantité de pierre et de calcaire pour achever ce travail.;Los trabajadores están limpiando y nivelando el lugar de construcción. Después, necesitaremos mucha piedra normal y caliza para completar el trabajo.;Die Arbeiter räumen die Baustelle gerade frei und ebnen sie ein. Danach benötigen wir sehr viel einfachen Stein und Kalkstein für diesen Auftrag. Jetzt wäre die Zeit dafür, ihn zu beschaffen.;I lavoratori stanno ripulendo e appianando il sito di costruzione. È il momento ideale per accumulare pietra e calcare. Ce ne serviranno in gran quantità.
Monuments/#Foreman_Pyramid_NoProblem;Text;;Everything seems to be going just fine, and the pyramid continues to rise higher and higher.;Tout semble en ordre, et la pyramide ne cesse de s'élever.;Parece que todo va bien y la pirámide sube cada vez más.;Anscheinend läuft alles bestens. Die Pyramide wird immer höher und höher.;Ho bisogno di altri manovali per continuare i lavori. Devi costruire dei campi di lavoro.
Monuments/#Foreman_Sandstone_Stockpiled;Text;;Did you really direct the Overseer of Commerce to stockpile sandstone? He will not authorize shipments from the Storage Yards.;Avez-vous vraiment ordonné au chef du commerce de stocker le grès ? Il n'autorise aucun transport de marchandises depuis les entrepôts.;¿De verdad ordenaste al supervisor comercial que almacenara arenisca? No autorizará que ningún cargamento salga de los almacenes.;Haben Sie den Aufseher des Handels wirklich beauftragt, Sandstein zu hamstern? Er lässt in den Warenlagern einfach kein Material ausliefern.;Hai davvero ordinato al supervisore commerciale di accumulare l'arenaria? Così non autorizzerà alcuna consegna dai magazzini.
Monuments/#Foreman_SteppedPyramid_ClearSite;Text;;Workers are just clearing and leveling the construction site now. After that, we'll need plenty of plain stone to build this monument.;Les ouvriers nettoient et nivellent le site de construction. Ensuite, nous aurons besoin d'une quantité importante de calcaire pour la construction.;Los trabajadores están despejando y nivelando el lugar de la construcción. Después, necesitaremos mucha piedra normal para construir este monumento.;Die Arbeiter räumen die Baustelle gerade frei und ebnen sie ein. Danach benötigen wir jede Menge einfachen Stein für den Bau dieses Monuments.;I lavoratori stanno ripulendo e livellando il sito della costruzione. In seguito, avremo bisogno di molta pietra per completare il monumento.
Monuments/#GrandMudbrickPyramidComplex;Text;;Grand Mudbrick Pyramid Complex;Grand ensemble pyramides en briques;Gran comp. pirámides de adobe;Großer Lehmziegel-Pyramidenkomplex;Gran compl. di pir. in matt. di fango
